name,subGroupName,mod,digital_assign.x,lv.mod,2016,2017,2018,2019,2020,count_2021,2022,2023,growth,cagr,score,digital_assign.y
Mobile data computers,Information Technology and telecommunications,High-tech,1,Cybersecurity & system infrastructure skills,NA,15,409,458,233,456,698,359,-0.004366812227074236,-0.002185794963348031,154.0971266979488,1
Modeling software,Analytical or scientific software,High-tech,1,Industrial modelling & geospatial software skills,82,461,1123,1010,378,569,806,305,-0.43663366336633663,-0.24942266445511208,66.8431544110903,1
Modems,Information Technology and telecommunications,High-tech,1,Cybersecurity & system infrastructure skills,168,365,682,701,339,613,765,217,-0.12553495007132667,-0.06487163986505395,66.3107862671462,1
MongoDB,Data base management system software,High-tech,1,Software/product dev & data skills,454,1910,3600,3901,1519,2014,2033,614,-0.48372212253268393,-0.2814752074790209,17.234586044327884,1
Moodle,Computer based training software,Business and management,1,Workforce digital skills,72,387,972,1058,825,1315,1338,651,0.24291115311909262,0.11485925260505092,127.11348307079483,1
Mozilla Firefox,Internet browser software,General office,1,Workforce digital skills,1,55,41,40,55,134,114,20,2.35,0.8303005217723127,185.68184066543873,1
MySQL,Data base user interface and query software,High-tech,1,Software/product dev & data skills,1716,5512,9831,9714,3863,4457,4299,1337,-0.5411776816965205,-0.32263575655082033,21.907403460192402,1
Nagios,Network monitoring software,High-tech,1,Software/product dev & data skills,193,670,1027,839,312,350,360,117,-0.5828367103694875,-0.35411820769546964,34.33117716233598,1
Natural Language Processing (NLP) / Computational Linguistics,Artificial Intelligence,High-tech,1,Software/product dev & data skills,116,463,1111,1796,853,1357,1260,319,-0.24443207126948774,-0.130765895324791,40.2051513984889,1
Nessus,Transaction security and virus protection software,High-tech,1,Cybersecurity & system infrastructure skills,21,118,386,289,191,256,252,59,-0.11418685121107267,-0.05882352941176472,54.38847576917061,1
NetSuite,Enterprise resource planning ERP software,Business and management,1,Workforce digital skills,365,909,1736,1903,1333,2207,2917,1067,0.15974776668418286,0.07691585868357564,130.14541358133866,1
Network Administration,IT infrastructure and cybersecurity,High-tech,1,Cybersecurity & system infrastructure skills,1012,1523,3046,2521,2058,2543,2808,1060,0.00872669575565252,0.004353869786766218,27.715288011355472,1
Network Communications,IT infrastructure and cybersecurity,High-tech,1,Cybersecurity & system infrastructure skills,72,248,409,349,145,191,370,108,-0.45272206303724927,-0.2602176421657849,68.11086877270674,1
Network switches,Information Technology and telecommunications,High-tech,1,Cybersecurity & system infrastructure skills,29,147,265,315,182,216,389,158,-0.3142857142857143,-0.171921328789175,32.388379752379414,1
Network-Attached Storage,IT infrastructure and cybersecurity,High-tech,1,Cybersecurity & system infrastructure skills,300,583,1548,2332,1240,1651,1430,273,-0.29202401372212694,-0.15858691103722833,149.9560905146184,1
Neural Networks,Artificial Intelligence,High-tech,1,Software/product dev & data skills,35,184,629,742,286,432,498,134,-0.41778975741239893,-0.2369729738812647,36.60403550281975,1
Nmap,Transaction security and virus protection software,High-tech,1,Cybersecurity & system infrastructure skills,14,60,270,164,101,111,96,29,-0.3231707317073171,-0.1773036597305887,42.460413595055236,1
NoSQL,Data base management system software,High-tech,1,Software/product dev & data skills,722,3149,5540,6056,2425,3251,2959,798,-0.4631770145310436,-0.2673179506300455,19.853568075308193,1
NodeJS,Web platform development software,High-tech,1,Software/product dev & data skills,939,3432,6863,7783,2905,4012,3552,927,-0.4845175382243351,-0.2820289269227729,17.607472224294334,1
Nunit,Program testing software,High-tech,1,Software/product dev & data skills,100,308,474,479,132,157,182,30,-0.6722338204592901,-0.42749132797772416,10.43490618440207,1
OAuth (Open Authorization),Transaction security and virus protection software,High-tech,1,Software/product dev & data skills,96,393,1160,1564,743,1234,1018,315,-0.21099744245524296,-0.11174184071028259,22.833772461318894,1
Object-oriented programming languages,Object or component oriented development software,High-tech,1,Software/product dev & data skills,601,1643,1567,2299,1128,611,2638,386,-0.7342322749021314,-0.4844733517092753,21.348014059855174,1
Objective C,Object or component oriented development software,High-tech,1,Software/product dev & data skills,124,382,616,679,250,221,220,44,-0.6745213549337261,-0.4294926424082912,20.79164891017435,1
Office suite software,Office suite software,General office,1,Workforce digital skills,31,167,1871,1955,1590,2472,12338,6185,0.2644501278772379,0.12447771337507518,149.6408622219594,1
Online databases,Data base user interface and query software,General office,1,Workforce digital skills,59,148,297,285,184,396,539,244,0.3894736842105263,0.17875938350900378,150.15042038598142,1
OpenGL,Graphics or photo imaging software,High-tech,1,Software/product dev & data skills,42,335,689,728,189,189,161,47,-0.7403846153846154,-0.49047533463493187,23.542517270694756,1
OpenTable,Data base user interface and query software,Sales and merchandising,1,Workforce digital skills,15,41,220,261,119,352,565,248,0.3486590038314176,0.16131778761518056,254.70270474080485,1
Operating system software,Operating system software,High-tech,1,Cybersecurity & system infrastructure skills,205,371,632,734,572,784,1285,720,0.0681198910081744,0.033498858735787174,10.479996071405623,1
Optimization software,Analytical or scientific software,High-tech,1,Design & marketing skills,34,112,358,222,82,167,200,78,-0.24774774774774774,-0.13267523253843816,103.71674649908552,1
Oracle,Data base user interface and query software,High-tech,1,Software/product dev & data skills,6722,16445,26583,24017,14724,19446,22125,9110,-0.19032352083940543,-0.10017975175005389,105.56365405255653,1
Oracle Application Server,Application server software,High-tech,1,Software/product dev & data skills,472,1082,1181,779,503,460,552,168,-0.40949935815147626,-0.2315596042317115,28.992823312796727,1
Oracle DBMS,Data base user interface and query software,High-tech,1,Software/product dev & data skills,150,439,553,562,302,346,379,160,-0.38434163701067614,-0.21536099829964872,26.35484389348428,1
Oracle Eloqua,Customer relationship management CRM software,Business and management,1,Workforce digital skills,73,241,421,509,216,289,256,65,-0.43222003929273084,-0.24648824779750844,89.6588470925678,1
Oracle Enterprise Manager,Data base management system software,High-tech,1,Software/product dev & data skills,73,148,175,161,81,122,142,56,-0.2422360248447205,-0.1295036041687022,42.8881663000835,1
Oracle Essbase,Data base user interface and query software,Business and management,1,Workforce digital skills,268,481,650,612,271,441,483,146,-0.27941176470588236,-0.15112531237283455,88.64891861145857,1
Oracle HRIS,Human resources software,General office,1,Workforce digital skills,1061,3521,6505,6536,4199,7885,11808,4570,0.2063953488372093,0.09836030010065877,171.9305504729225,1
Oracle Hyperion,Enterprise resource planning ERP software,Business and management,1,Workforce digital skills,401,1216,1990,1835,867,1129,1485,521,-0.38474114441416896,-0.2156156200013727,94.29712533244836,1
Oracle Hyperion Planning,Financial analysis software,Business and management,1,Workforce digital skills,62,170,291,302,103,166,198,59,-0.4503311258278146,-0.25860342988911433,76.53831424766905,1
Oracle JDBC,Data base user interface and query software,High-tech,1,Software/product dev & data skills,323,803,931,735,274,293,287,170,-0.601360544217687,-0.3686209888012487,16.977192790121602,1
Oracle Learning Management,Human resources software,Business and management,1,Workforce digital skills,354,2667,3316,3677,3018,5647,7153,3133,0.5357628501495785,0.23925899236179782,129.3482817200314,1
Oracle PeopleSoft,Enterprise resource planning ERP software,General office,1,Workforce digital skills,1364,3789,5938,5262,2836,4684,5998,2512,-0.10984416571645762,-0.056519298404285157,149.2625012020569,1
Oracle PeopleSoft Financials,Enterprise resource planning ERP software,General office,1,Workforce digital skills,84,161,254,230,115,153,209,127,-0.3347826086956522,-0.1843913982158183,135.30057752225179,1
Oracle Siebel CRM,Customer relationship management CRM software,High-tech,1,Software/product dev & data skills,331,776,766,816,531,600,611,245,-0.2647058823529412,-0.1425070742874558,81.92833333392885,1
Oracle Solaris,Operating system software,High-tech,1,Software/product dev & data skills,417,1123,1572,1145,644,685,626,261,-0.4017467248908297,-0.22653165862514435,72.95026831742531,1
Oracle WebLogic,Application server software,High-tech,1,Software/product dev & data skills,604,1393,1630,1420,708,784,657,215,-0.447887323943662,-0.2569571505920146,21.816885423893535,1
Ordering software,Inventory management software,General office,1,Workforce digital skills,4,40,166,253,100,166,592,266,-0.3438735177865613,-0.1899836531196184,231.132963311924,1
Oscilloscopes,Medical and dental,High-tech,1,Software/product dev & data skills,160,454,793,778,336,357,551,283,-0.5411311053984575,-0.3226013768824575,48.53169047245342,1
PHP,Web platform development software,High-tech,1,Software/product dev & data skills,2150,4153,6626,5989,2625,2444,2041,587,-0.5919185172816831,-0.36118744320550733,28.977801827813096,1
PL/SQL,Data base user interface and query software,High-tech,1,Software/product dev & data skills,984,2006,2986,2852,1560,1710,1857,671,-0.40042075736325383,-0.2256749761006389,21.13600843142717,1
PTC Mathcad,Analytical or scientific software,General office,1,Industrial modelling & geospatial software skills,17,88,186,225,101,115,107,17,-0.4888888888888889,-0.2850796470157595,76.50014070776348,1
Paging systems,Information Technology and telecommunications,Sales and merchandising,1,Workforce digital skills,26,93,205,206,217,410,434,171,0.9902912621359223,0.41077682931636006,229.5925652948553,1
Pascal,Development environment software,Communication and interaction,1,Software/product dev & data skills,26,65,843,1009,1137,949,1012,493,-0.05946481665014866,-0.03018806805141272,282.13146872802037,1
Patient electronic medical record EMR software,Medical software,General office,1,Industrial modelling & geospatial software skills,34,128,524,492,478,663,864,364,0.3475609756097561,0.1608449403816843,158.4871060140208,1
PayPal,Point of sale POS software,High-tech,1,Design & marketing skills,162,674,612,640,421,1467,569,248,1.2921875,0.5139971928639762,142.1344236408254,1
Payroll software,Time accounting software,General office,1,Workforce digital skills,84,305,871,933,822,1139,1982,826,0.2207931404072883,0.10489508117616686,189.11732723812335,1
Perl (Practical extraction and reporting language),Object or component oriented development software,High-tech,1,Software/product dev & data skills,1387,4767,7902,6847,2696,3116,3143,823,-0.5449101796407185,-0.3253965458439444,26.498467318792684,1
Photo printers,Information Technology and telecommunications,High-tech,1,Cybersecurity & system infrastructure skills,NA,1,8,29,40,171,128,21,4.896551724137931,1.4282816402011385,271.2761338162197,1
Pivot Tables,Data base user interface and query software,General office,1,Workforce digital skills,1067,2964,4810,4942,3138,5055,7666,2734,0.022865236746256578,0.011368002631216623,121.8628047202869,1
PlanSwift,Project management software,General office,1,Workforce digital skills,8,26,61,108,126,107,171,106,-0.009259259259259259,-0.004640396268393521,101.44358366291128,1
Plotters,Information Technology and telecommunications,High-tech,1,Cybersecurity & system infrastructure skills,34,170,251,221,113,213,274,105,-0.03619909502262444,-0.018266377790097543,137.5414411777224,1
Point of sale POS bookstore software,Point of sale POS software,Sales and merchandising,1,Workforce digital skills,541,732,1573,1505,895,1090,1432,679,-0.2757475083056478,-0.148969746898295,166.28134611089587,1
Point of sale POS software,Point of sale POS software,Sales and merchandising,1,Workforce digital skills,4227,12176,22574,22754,12206,16726,22230,8988,-0.2649204535466292,-0.14263219884732614,243.52178465237245,1
Point of sale POS systems,Point of sale POS software,Sales and merchandising,1,Workforce digital skills,4324,10475,22626,25421,14756,22756,31746,12245,-0.10483458557885213,-0.05386818337974286,250.11795634199925,1
Portable computers,Information Technology and telecommunications,High-tech,1,Cybersecurity & system infrastructure skills,NA,NA,421,463,234,462,720,363,-0.0021598272138228943,-0.0010804973441668198,160.5117545503971,1
PostgreSQL,Object oriented data base management software,High-tech,1,Software/product dev & data skills,300,1732,3138,3821,1737,2015,1971,598,-0.4726511384454331,-0.2738121031340671,19.94911401774006,1
Presentation software,Presentation software,General office,1,Design & marketing skills,1094,2309,3369,3326,2088,3023,3821,1675,-0.09110042092603728,-0.04663775034147555,128.98733094305507,1
Prezi,Presentation software,General office,1,Workforce digital skills,30,109,180,179,79,148,186,62,-0.17318435754189945,-0.09070596479571003,135.0361713586858,1
Print servers,Operating system software,High-tech,1,Cybersecurity & system infrastructure skills,50,86,134,126,64,102,161,56,-0.19047619047619047,-0.10026458915756264,67.21173161324533,1
Process control software,Industrial control software,High-tech,1,Software/product dev & data skills,80,103,159,219,193,242,428,245,0.1050228310502283,0.051200661648492574,87.92890519566338,1
Product lifecycle management PLM software,Enterprise resource planning ERP software,Business and management,1,Industrial modelling & geospatial software skills,55,85,202,250,102,129,203,60,-0.484,-0.2816686001572811,101.39831217659324,1
Productivity software,Project management software,Business and management,1,Cybersecurity & system infrastructure skills,189,343,638,678,490,779,1023,463,0.14896755162241887,0.07189903984583301,124.02656067914668,1
Programmable logic controller PLC software,Electrical and electronics,Trades,1,Industrial modelling & geospatial software skills,295,429,1160,1194,670,926,1337,538,-0.22445561139028475,-0.11935001924163124,91.80472864815437,1
Programmable logic controllers PLC,Industrial control software,Trades,1,Industrial modelling & geospatial software skills,807,1853,2704,2866,1525,1977,2616,1415,-0.3101884159106769,-0.16945103450228594,109.35311052573903,1
Project management software,Project management software,Business and management,1,Design & marketing skills,846,1829,3259,3471,2709,3809,5038,2314,0.09737827715355805,0.04755824523200536,118.67694308774894,1
Property management software,Enterprise resource planning ERP software,General office,1,Workforce digital skills,169,331,707,675,665,916,1167,569,0.35703703703703704,0.16491932640721396,154.161197471103,1
Purchasing software,Procurement software,General office,1,Workforce digital skills,61,132,229,187,157,254,392,194,0.3582887700534759,0.16545646424629523,131.6648958985708,1
Python,Object or component oriented development software,High-tech,1,Software/product dev & data skills,3146,12587,28405,35184,17935,27165,30416,10176,-0.22791609822646658,-0.12131695033218404,37.87697067885508,1
ReactJS,Web platform development software,High-tech,1,Software/product dev & data skills,260,1301,1679,2234,819,872,860,231,-0.6096687555953447,-0.37523504867457924,15.415631744515474,1
Real estate application contract transmission REACT software,Financial analysis software,High-tech,1,Software/product dev & data skills,21,80,252,466,200,306,484,167,-0.34334763948497854,-0.18965910845186806,21.73041474867495,1
Records management software,Document management software,General office,1,Workforce digital skills,17,34,113,154,86,149,246,105,-0.032467532467532464,-0.016367717318881647,153.78556024984155,1
Records management systems,Document management software,General office,1,Workforce digital skills,44,327,402,390,303,434,614,295,0.11282051282051282,0.05490308219310491,167.64273652727783,1
Red Hat Enterprise Linux,Operating system software,High-tech,1,Software/product dev & data skills,50,140,270,251,87,134,152,41,-0.46613545816733065,-0.26933965357858014,47.263360868270695,1
Relational database management software,Data base management system software,High-tech,1,Software/product dev & data skills,550,1645,2314,1981,979,1187,1167,405,-0.40080767289247854,-0.22592485693731168,22.26095072652953,1
Relational database management systems / RDBMS,Data base user interface and query software,High-tech,1,Software/product dev & data skills,676,1954,2754,2434,1175,1420,1484,501,-0.41659819227608874,-0.2361925584783091,29.627869223993276,1
Reporting software,Data base reporting software,General office,1,Workforce digital skills,164,555,988,1021,566,876,1358,617,-0.14201762977473065,-0.07372662230566651,127.50562329506928,1
Requirements Analysis,Business analysis,High-tech,1,Software/product dev & data skills,2403,7252,13751,12622,7118,11476,15164,5982,-0.0907938520044367,-0.046476980877984575,72.12251819097628,1
Requirements management software,Requirements analysis and system architecture software,Trades,1,Workforce digital skills,1,14,42,17,54,102,129,56,5,1.4494897427831779,248.91067011480226,1
Reservation software,Data base user interface and query software,Sales and merchandising,1,Workforce digital skills,27,38,102,99,60,228,401,229,1.303030303030303,0.5175738212786563,196.3087780729017,1
Resource planning software,Enterprise resource planning ERP software,Business and management,1,Workforce digital skills,23,61,149,149,131,153,226,85,0.026845637583892617,0.013333922053284653,146.11492225331168,1
Responsive Web Design (RWD),Object or component oriented development software,High-tech,1,Software/product dev & data skills,317,709,1122,941,491,577,642,241,-0.38682252922422955,-0.2169435072896908,108.86335916177076,1
Robot Framework,Program testing software,High-tech,1,Software/product dev & data skills,70,164,341,321,183,292,388,179,-0.09034267912772585,-0.04624042816217355,27.514810821705296,1
Rockwell Automation,Development environment software,Business and management,1,Industrial modelling & geospatial software skills,54,135,384,415,191,288,376,123,-0.3060240963855422,-0.166947838599252,132.88291643186315,1
Routers,Information Technology and telecommunications,High-tech,1,Cybersecurity & system infrastructure skills,954,2531,4539,4013,2471,3541,4374,1735,-0.11761774233740344,-0.060647958610512975,45.00504152008364,1
Routing software,Route navigation software,Sales and merchandising,1,Workforce digital skills,9,87,162,151,137,241,408,87,0.5960264900662252,0.2633394199763677,196.2261136776173,1
Ruby,Development environment software,High-tech,1,Software/product dev & data skills,1584,4410,5836,6386,2451,2954,2862,703,-0.5374256185405575,-0.31987179042518565,77.31396309970734,1
Ruby on Rails,Web platform development software,High-tech,1,Software/product dev & data skills,830,1038,1512,1589,486,394,322,83,-0.7520453115166772,-0.5020495120161816,25.222890693447418,1
SAP,Enterprise resource planning ERP software,Business and management,1,Workforce digital skills,11651,22325,41644,39295,26860,33145,49692,19751,-0.1565084616363405,-0.0815820459269867,157.0578897948615,1
SAP APO,Analytical or scientific software,Business and management,1,Workforce digital skills,62,328,506,441,242,273,360,167,-0.38095238095238093,-0.2132042075305568,136.46089013328177,1
SAP Business Intelligence,Data base reporting software,High-tech,1,Workforce digital skills,393,787,1318,1162,746,911,1415,539,-0.21600688468158347,-0.11456614288902611,83.05601124197156,1
SAP Business Objects,Enterprise resource planning ERP software,High-tech,1,Software/product dev & data skills,514,1091,1541,1202,567,658,862,294,-0.4525790349417637,-0.26012097944445256,55.68018157848622,1
SAP Business One,Enterprise resource planning ERP software,Business and management,1,Workforce digital skills,35,55,281,314,242,273,459,159,-0.1305732484076433,-0.06756943872889032,128.18049416916492,1
SAP Crystal Reports,Data base reporting software,High-tech,1,Software/product dev & data skills,481,1220,1903,1574,672,909,1286,478,-0.42249047013977126,-0.24005952215964388,61.95959791148469,1
SAP EHS Management,Compliance software,Business and management,1,Workforce digital skills,14,124,267,190,113,213,270,120,0.12105263157894737,0.058797729303830426,138.37734367762843,1
SAP ERP,Enterprise resource planning ERP software,Business and management,1,Workforce digital skills,144,407,1134,1067,839,1182,2019,884,0.1077788191190253,0.052510721617136324,126.2584109226552,1
SAP Maintenance,Enterprise resource planning ERP software,Business and management,1,Workforce digital skills,13,69,195,233,155,182,343,153,-0.21888412017167383,-0.11619239659961844,132.44981389575992,1
SAP NetWeaver,Enterprise application integration software,High-tech,1,Software/product dev & data skills,63,167,309,283,182,141,134,51,-0.5017667844522968,-0.2941436296613148,42.424795853593835,1
SAP SCM,Materials requirements planning logistics and supply chain software,Business and management,1,Workforce digital skills,23,107,178,146,58,109,145,69,-0.2534246575342466,-0.1359540854411998,105.89821971692113,1
SAS,Analytical or scientific software,High-tech,1,Software/product dev & data skills,1793,4543,7576,6861,4297,5903,6470,2366,-0.13962979157557207,-0.07243856892148226,65.14954291826737,1
SOAP,Operating system software,High-tech,1,Software/product dev & data skills,853,2293,4117,3759,1287,1769,1653,94,-0.5293961159882947,-0.3139942536598508,8.360938241052315,1
SOAP UI,Program testing software,High-tech,1,Software/product dev & data skills,102,209,503,306,282,308,301,86,0.006535947712418301,0.0032626514091005365,23.329282926417967,1
SPSS,Analytical or scientific software,High-tech,1,Industrial modelling & geospatial software skills,271,1423,2444,2164,1374,2156,2469,998,-0.0036968576709796672,-0.001850140345138196,64.48626375545034,1
SQL (Structured query language),Data base user interface and query software,High-tech,1,Software/product dev & data skills,11643,29914,53720,52119,26756,37753,43791,15224,-0.27563844279437444,-0.14890567079457895,36.5381199626398,1
SQLite,Data base management system software,High-tech,1,Software/product dev & data skills,63,163,269,306,77,102,83,26,-0.6666666666666666,-0.42264973081037427,18.005925379088527,1
SSL,Transaction security and virus protection software,High-tech,1,Software/product dev & data skills,532,1263,2342,2132,1277,1346,1611,550,-0.36866791744840527,-0.20543591664888683,53.91543346729177,1
SYSPRO,Enterprise resource planning ERP software,General office,1,Workforce digital skills,58,161,518,409,361,399,634,221,-0.02444987775061125,-0.012300591146583328,144.06447136181745,1
Sabre,Aviation ground support software,Sales and merchandising,1,Workforce digital skills,102,451,863,693,158,457,1143,410,-0.34054834054834054,-0.18793370994009395,101.07186978172956,1
Sage,Analytical or scientific software,General office,1,Workforce digital skills,3546,2629,7925,8590,7217,8292,12736,5448,-0.03469150174621653,-0.01749885585115807,164.22395831105047,1
Sage 50 Accounting,Accounting software,General office,1,Workforce digital skills,24,58,149,208,151,183,321,135,-0.1201923076923077,-0.06201935398021552,158.70247819586874,1
Sage ERP Accpac,Enterprise resource planning ERP software,General office,1,Workforce digital skills,538,978,1889,1621,893,978,1431,540,-0.39666872301048733,-0.22325597717812296,153.30722214684474,1
Sage Simply Accounting,Accounting software,General office,1,Workforce digital skills,1067,1868,4603,4591,2315,2872,2830,1267,-0.37442822914397733,-0.20906904798457748,160.08679219216054,1
Sales software,Point of sale POS software,General office,1,Workforce digital skills,44,157,575,672,497,954,1016,480,0.41964285714285715,0.1914876655437341,148.45632053071282,1
Salesforce Marketing Cloud,Web page creation and editing software,Business and management,1,Workforce digital skills,37,204,392,532,483,733,815,235,0.37781954887218044,0.17380558393295287,80.61448957311947,1
Salesforce CRM,Customer relationship management CRM software,Business and management,1,Workforce digital skills,3661,9636,18797,21322,16067,22082,26409,9282,0.035643935840915485,0.017665925459291243,120.42783695187448,1
Scala,Object or component oriented development software,High-tech,1,Software/product dev & data skills,298,1077,2157,2147,834,1223,1461,313,-0.4303679552864462,-0.24526028015377788,17.54602374098825,1
Scanning software,Optical character reader OCR or scanning software,General office,1,Workforce digital skills,23,114,154,144,57,109,145,67,-0.24305555555555555,-0.12997445759078752,211.32168105956853,1
Scheduling software,Calendar and scheduling software,Business and management,1,Workforce digital skills,209,1354,2679,3008,1905,3203,4699,1902,0.06482712765957446,0.031904611705740216,180.41006180633659,1
Scribe,Analytical or scientific software,High-tech,1,Workforce digital skills,51,151,270,241,186,413,453,181,0.7136929460580913,0.309080954738129,182.4778730550176,1
Scrum,Project and program management,High-tech,1,Software/product dev & data skills,2761,8472,17720,20037,10014,14925,16105,5178,-0.2551280131756251,-0.13694033414579332,51.0877171081291,1
Search engine optimization SEO software,Business intelligence and data analysis software,Business and management,1,Design & marketing skills,20,96,202,254,212,245,268,85,-0.03543307086614173,-0.017876316783950963,115.6077532358886,1
Selenium,Program testing software,High-tech,1,Software/product dev & data skills,741,2136,4089,3995,1880,2472,2657,773,-0.38122653316645805,-0.21337844751523494,18.557684877666016,1
Service-Oriented Architecture (SOA),Software and web development,High-tech,1,Software/product dev & data skills,1543,3304,5253,4603,1978,2100,2173,516,-0.5437757983923528,-0.32455629279143683,26.951537983689523,1
Shell script,Operating system software,High-tech,1,Software/product dev & data skills,712,1712,3000,2418,1067,1572,1780,630,-0.34987593052109184,-0.19369728421708254,13.061221422331913,1
Shipping Solutions,Compliance software,General office,1,Workforce digital skills,17,20,108,75,97,102,140,55,0.36,0.1661903789690602,180.7832963787365,1
Shipping software,Materials requirements planning logistics and supply chain software,High-tech,1,Software/product dev & data skills,53,247,428,517,380,566,780,219,0.09477756286266925,0.04631618684920924,178.8441842518394,1
Simulation software,Analytical or scientific software,High-tech,1,Industrial modelling & geospatial software skills,54,253,714,817,317,411,591,279,-0.4969400244798042,-0.2907327897610127,72.578319279773,1
Social media sites,Web page creation and editing software,Business and management,1,Design & marketing skills,137,511,884,967,635,791,1389,571,-0.18200620475698034,-0.09556990582852698,142.4671237896998,1
Social networking platforms,Web page creation and editing software,Business and management,1,Design & marketing skills,16,26,70,112,115,235,599,266,1.0982142857142858,0.4485214136195177,126.92629951197546,1
Software Development Life Cycle (SDLC),Software and web development,High-tech,1,Software/product dev & data skills,2877,8425,11412,11123,6010,8869,10203,3253,-0.2026431718061674,-0.10705160944552194,42.97093188403422,1
Software Documentation,Software and web development,High-tech,1,Software/product dev & data skills,110,196,416,415,249,394,642,243,-0.05060240963855422,-0.02562964414887614,65.44547013336219,1
Software asset management SAM software,Data base user interface and query software,High-tech,1,Cybersecurity & system infrastructure skills,59,91,140,141,1762,168,218,59,0.19148936170212766,0.09155364581963066,196.0623860399195,1
Software development tools,Development environment software,High-tech,1,Software/product dev & data skills,89,328,573,777,299,602,442,102,-0.22522522522522523,-0.11978708554419926,41.78035245547595,1
SolarWinds,Administration software,High-tech,1,Cybersecurity & system infrastructure skills,110,338,661,609,348,392,413,159,-0.3563218390804598,-0.19770444291424605,39.873883382467064,1
Solidworks,Computer aided design CAD software,General office,1,Industrial modelling & geospatial software skills,774,1766,3056,2953,1550,1579,2265,879,-0.4652895360650186,-0.26876100764867483,89.64173405156946,1
Source code management SCM software,Development environment software,High-tech,1,Software/product dev & data skills,76,177,276,208,119,102,116,38,-0.5096153846153846,-0.2997253286141106,54.90253645939233,1
Spreadsheet applications,Spreadsheet software,General office,1,Workforce digital skills,223,869,1461,1370,871,1526,1975,864,0.11386861313868613,0.055399740922218665,181.3608858677766,1
Spreadsheet programs,Spreadsheet software,General office,1,Workforce digital skills,59,180,429,350,257,370,764,381,0.05714285714285714,0.028174526596947524,158.89323792079125,1
Spreadsheet software,Spreadsheet software,General office,1,Workforce digital skills,476,918,2718,2754,1557,2377,3029,1179,-0.13689179375453886,-0.07096382942026358,161.91750972975942,1
Spring Framework,Web platform development software,High-tech,1,Software/product dev & data skills,273,879,1447,1197,544,645,609,202,-0.46115288220551376,-0.2659379332818742,8.848086169571644,1
Stata,Analytical or scientific software,High-tech,1,Industrial modelling & geospatial software skills,NA,NA,333,319,420,500,634,223,0.567398119122257,0.251957714590336,50.97125023349518,1
Statistical analysis software,Analytical or scientific software,High-tech,1,Industrial modelling & geospatial software skills,30,177,325,264,141,230,268,122,-0.12878787878787878,-0.0666125556811249,71.68723757833821,1
Statistical software,Analytical or scientific software,High-tech,1,Industrial modelling & geospatial software skills,210,950,1523,1339,935,1364,1903,737,0.018670649738610903,0.009292152817315324,64.48676000703335,1
Still cameras,Information Technology and telecommunications,High-tech,1,Cybersecurity & system infrastructure skills,1,7,139,107,155,384,408,149,2.588785046728972,0.8944088911132602,182.2124187237373,1
Storage servers,Operating system software,High-tech,1,Cybersecurity & system infrastructure skills,13,52,308,277,143,227,277,164,-0.18050541516245489,-0.09474059803968615,50.66927267952899,1
Subversion,Development environment software,High-tech,1,Software/product dev & data skills,649,1073,1210,1085,442,505,428,132,-0.5345622119815668,-0.31776998891984154,13.975075988266543,1
Supervisory control and data acquisition (SCADA) systems,Industrial control software,High-tech,1,Industrial modelling & geospatial software skills,408,1440,2571,2584,1566,2117,2921,1325,-0.18072755417956657,-0.09486329992623022,112.55592041846538,1
Survey software,Analytical or scientific software,Business and management,1,Workforce digital skills,42,105,206,175,129,268,290,133,0.5314285714285715,0.23750901872615504,126.79727488232065,1
Sybase,Analytical or scientific software,High-tech,1,Software/product dev & data skills,437,746,1701,1076,478,695,674,224,-0.354089219330855,-0.19631425254074275,24.69214240243357,1
Symantec,Transaction security and virus protection software,High-tech,1,Cybersecurity & system infrastructure skills,123,357,897,555,234,298,338,64,-0.46306306306306305,-0.26724019151093115,42.70220501729204,1
System Monitoring,IT infrastructure and cybersecurity,High-tech,1,Cybersecurity & system infrastructure skills,152,782,1567,1461,840,1111,2083,1076,-0.23956194387405885,-0.127969005065794,138.932758159146,1
Systems Integration,Software and web development,High-tech,1,Software/product dev & data skills,2105,5150,9027,4201,4990,4171,6246,2886,-0.007141156867412521,-0.0035769758116849237,104.92043373874685,1
TCL (Tool command language),Development environment software,High-tech,1,Software/product dev & data skills,162,477,757,804,426,533,539,212,-0.3370646766169154,-0.18579159708150605,164.03365500011893,1
Tableau,Business intelligence and data analysis software,High-tech,1,Software/product dev & data skills,1478,3521,6935,7909,6090,9084,11194,3739,0.14856492603363258,0.0717112139161522,65.67934114537704,1
Tax software,Accounting software,General office,1,Workforce digital skills,71,378,1201,1454,440,1042,699,206,-0.2833562585969739,-0.15345186704888059,129.94559370738386,1
Tcpdump,Network monitoring software,High-tech,1,Cybersecurity & system infrastructure skills,30,101,177,169,90,109,102,33,-0.35502958579881655,-0.19689949931457307,22.738385660582516,1
Technical Support,Customer service,High-tech,1,Cybersecurity & system infrastructure skills,10167,21366,40601,39221,24009,38085,54345,21070,-0.028964075367787664,-0.014588449107575951,98.82985676627668,1
Test-driven development (TDD),Software and web development,High-tech,1,Software/product dev & data skills,1115,3406,5014,5137,1604,2145,2397,796,-0.582441113490364,-0.3538120346914251,35.60574940442614,1
TestNG,Program testing software,High-tech,1,Software/product dev & data skills,89,275,560,535,203,348,356,152,-0.34953271028037386,-0.1934844764546524,24.86647475550359,1
